Reviewer,Rating (1-5),Ulasan
David Rahadian,5,"Hotel bintang 5 yang dulunya bernama Hotel Hyatt Bumi Surabaya, paket buka puasanya sangat luar biasa menyajikan berbagai booth makanan khas indonesia, mulai dari martabak, gorengan, terang bulan, siomay, sate, gule.. belum lagi makanan khas seperti nasi krawu, botok, tahu tek dll, minuman pun tak kalah nikmat dari jamu jamuan, es selasih, teh tarik dll"
Adinda Dnisa,5,"Variasi makakan di restorannya (buffet) TOPbgt, tempatnya bagusbgt cocok buat gathering, sampai wedding/birthday yg tema garden party gt juga pasti cocok bgt"
Trip.com Member,5,"Room luas banget, full karpet, ada bathub, suasana adem, lokasi tengah kota. Rekomended banget"
Nadira Medina - akun sementara,5,"Bumi Surabaya bagus skl ,pelayanannya bagus , baru datang sdh ditawari jamu tradisional Jawa , pegawainya semua pakai seragam daerah chususnya pakai kebaya Jawa ,stlh sy perhatikan pegawai  yg lbh muda memberkan salam kepada pegawI yg lbh senior atau yg lbh tua ,jadi tata krama sangat diperhatikan oleh  pemilik Hotel ,selamat untuk Hotel Bumi Surabaya ,jaga terus kebersihan dan kekompakan  para pegawai dan pimpinan saling bekerja sama ,Selamat."
Feby Ch,4,Makanan melimpah ruah hanya saja tempat terlalu kecil untuk menampung banyak undangan sehingga antrian untuk mengambil makanan sangat panjang dan berdesakan.
Hary santosa,5,"Kamarnya meski jadul tapi luas dan nyaman, punya lobby yang luas bersih dan harum semerbak memenuhi segala penjuru ruangan, punya restoran indoor dan out door, punya taman yang asri dengan pohon pelindung yang asri dan ada beberapa tanaman pohon kelapa penghias sudut sudut taman serasa bernuansa segar tepi pantai atau hotel tropis yang nyaman, punya kamar yang banyak sangat menyenangkan"
Bambang agoes poerwanto,5,Hotel ini sdh lama keberadaannya dulu bernama bumi hyatt hotel Tempatnya strategis bisa jalan ke gramedia ke tunjungan plaza atau naik gojek grap Tempat parkiran cukup luas ada toiletnya dan masjid disamping pojok sebelahv selatan sendiri Menu yg ditampilkan bernuansa tradisional ada juga western Dijamin puas kebersihan terjaga Keramahan para petugas sehingga membuat betah berlama2 disini Gedungnya bersebelahan dgn BRI tower bersebrangan dgn hotel crown Semoga tidak kecewa menginap disini
Aynul Musthofa S,5,"hotel yang nyaman, di loby hotel ada iringan musik piano serta ada aromaterapi, disini juga ada taman dan kolam air yang cukup luas serta alunan musik gamelan khas jawa, disini makanannya sangat banyak pilihan"
Jessica JW,5,"Tempat makannya tetap hits smpe skrg karena enak, yaitu arumanis resto. Di resto ini all you can eat sistem makannya. Hotelnya pun juga kental banget Adat Jawanya dan Surabayanya kerasa."
Michael Lodowik Raya,1,1.Penerima tamunya itu rada sombong. (Orgnya rada tua) 2.Cara pengaturan kendaraannya kurang baik alias lambat. Org sdh mulai buka bagasi baru di suruh maju ke tempat garis kuning itu. 3.
Harizakbaralam,5,"Bagi lidah ndeso saya, yg istimewa di resto hotel ini adalah pilihan menu dan rasa-nya yg super enak  Resto :  Taste.      5/5  Service.  5/5  atmosphere 5/5  price   4 /5  Cleanliness    4/5  Akses.  5/5"
M Syahid Sundana,5,"Hotel klasik yang nyaman dan bersih. Makanan cukup enak dan banyak pilihan. Suasananya adem, cocok untuk keluarga"
Abdullah72,5,"Hotel Bumi surabaya city merupakan hotel bintang 5 yang terletak di tengah kota di surabaya,  hotel ini bernuansa jawa, taman tempat istirahat yang teduh bersebelahan dengan restaurant.  Seluruh ruangan di manjakan dengan aroma terapi yang sangat harum bunga alami."
Aisha Pagiling,5,"Untuk berbuka puasa Worth it harga dg suguhan 3resto.. mulai makanan indonesia, jepang, cina. Tapi sayang kyx ngga dibatasin. Jadi antriannya ampun2."
Ike Nur Lailiya,5,"Suasananya asri banyak ruang hijau, suka banget sama arsitekturnya perpaduan indonesia eropa Ada bermacam-macam breakfast asia, eropa, dan tradisional Salah satu hotel bintang 5 yg wajib dicoba"
Aquila Kwa,4,Hotel nyaman dan bersih.  Restaurant sangat banyaj variasi menu yg tak tertandingi dengan rasa dan harga all u can eat di surabaya saat ini.  Recommended
Prasiwi Meilida Basuki,5,"Pengalaman menginap yg menyenangkan disini, meskipun hotel lama tetapi masih dirawat dgn baik. Staf disana juga ramah² dan sangat membantu"
hans aja,5,"Bagus,enak makanannya,cuma ac kurang dingin"
parlin m hage,4,"Tempatnya nyaman, walaupun hotel lama bersih dan terawat juga untuk sarapan dan makan siang sangat banyak pilihan menunya dan lokasinya bGus"
Febria Roosita Dwi,4,"Hotel dengan konsep tradisional indonesia! Bagus banget.. Cuma kadang wangi2an yg digunain bikin pusing.. Tapi overall good.. Ada restorannya yg bisa all u can eat juga.. 3 jenis resto, jepang, indo, western (semua jadi satu paket.. Jadi bisa makan macem2 masakan).. Cuma parkirnya agak mahal... 😰😰 …"
Vitria Aini,5,Tempatnya sangat cozy dan bagus. Di resto arumanis makanan yg disajikan makanan khas Indonesia. 214k all you can eat. Kalo kesini sejuk dan asri. Rasanya gak kayak di Surabaya.
Amira Anindya Abdul Rachman,5,"Hotelnya sangat bagus, nuansa etnik, makanannya jg enak2 dan variatif dari nasi jagung, rawon, beras kencur sampai yg western. Tahun baru yg menyenangkan 😊 …"
adinda bs,5,"Suasana di hotel ini bikin nyaman, setiap kali masuk tercium wangi rempah rempah yang khas, menu makanan nya banyak dan enak enak disana, kolam renang nya juga bersih, ya recomended bgt"
Ayu Dwi Astiti,4,"(+) : Suasana di Bumi Surabaya nyaman. Pelayannya ramah-ramah. (-) : Hanya saja saat antri stall sate lumayan lama. Udah nungguin lama, pas ada orang baru datang, dikasih sate duluan. 😅 …"
notyour dad,5,"All you can eatnya bruhhh, memang harga sadist. Tapi perut kenyang abis. Hehehehe recommended banget deh kalo kang/neng hedon mau dinner disini."
Ivan Satriyadi,5,"Hotel yg nuansa tradisional nya masih terasa, kamar bersih dan makanan breakfast nya cukup banyak walaupun dalam kondisi Covid, dan rasanya cukup lezat"
restu distia,5,"belum pernah nginep sih, mampir ke ballroom atau tempat meeting room saja. sesekali makan di restonya, super duper lengkap menunya"
Euis Rachmawaty,5,"Pelayanan ramah, fasilitas oke.. kolam renangnya banyak, enakk berasa di pegunungan padahal di tengah kota Surabaya ..."
Kya Kay official channel,5,Aku puas di sana fasilitas beaththub view nya klo malam bagus... Klo malam view gedung bernyala....kolam renang kecil 2 yang satu hangat yang satu kecil dan satu kolam dewasa makanan nya enak enak...
Eggy Santiano,5,My favorite hotel kalo ke Surabaya❤😘👍👍👍 Harum wewangian nya khas😘👍 Kamar luas dan bersih👍👍👍 Makanan nya enak²😘😁👍 Parkir luas👍 Pelayanan bagus👍👍 Suasana nya tenang dan nyaman👍
Lita Wardhana,5,"Pusat kota, nyaman"
Muazz Channel,3,"Dalam hal makanan saya acungi jempol karena masakan yang disajikan enak serta lengkap, mulai dari makanan tradisional, hingga makanan jepang, namun satu hal yang disayangkan yaitu properti kamar seperti kurang terawat, kami dapati bath up dikamar 1556 ada beberapa yang mengelupas sehingga tampak karatannya dan itu bahaya untuk anak-anak, untungnya pihak hotel bersedia memindahkan kami ke kamar lain, kemudian di kamar yang lain pun closet duduknya sedikit error, hair dry ernya pun tidak berfungsi"
Pijat Keseleo,5,"Hotel ya bagus Dan bersih,pelayanan ramah,pak satpamya juga ramah ramah Dan Stafford ya,pokok ya Recommended,Alhamdulillah selesai tugas terapi, orang ya baik baik#pijat capek, keseleo, habis jatuh, cidera olahraga dll, whatshap  +6281276435824."
Ry Cubby,4,"seneng bngt nginap disini lokasi tengah kota dg kamar yg luas n parkir juga luas,area kolam renang cukup besar n yg utama breakfastnya enak bngt n sngt bervariasi menu makanannya"
Isna Jepang,4,Hotel bintang 5 yg sudah cukup lama dengan harga yang masih wajar. Makanan saat breakfast dan dinner cukup lengkap dengan beragam pilihan menu tradisional yg enak.
Ajjeng Shinta,5,"Saya lumayan sering nginep disini.. Kalo mau nginep siapin deposit 500rb ya.. Pelayanan ramah, kamar bersih , makanan BF beragam.. Ada kolam air hangat nya.."
Rifqy Wahyu Pratama,5,"Hotel bintang lima yg g di ragukan lg pelyananny... Letak hotel yang brda di jl. Basuki rahmat surabaya ini, ckup dekat dengn mall terbesar di surabaya, dn dengan pusat kota.... Parkir ny pun luas...."
Rachmad Suhanda,5,"Lokasi hotel ini sangat strategis, di tengah kota Surabaya... Hotel yg sesuai dengan kelasnya dengan pelayanan yg sangat baik... Walau sudah cukup lama berdiri di kota Surabaya namun kebersihan, kerapihan dan sarana prasarana hotel terjaga dengan baik... Pelayanannya juga sangat baik, hampir tidak pernah melihat karyawan kurang senyum jika berpapasan dgn tamu..."
Diana Raharjo,4,"Bumi Surabaya City Hotel... Pada hari minggu resto yg diluar hotel menjual makanan dan minuman sepuasnya... Tempat nya nyaman, santai dan pemandangannya lumayan bagus... Pada waktu kami makan di sini, pembelinya cukup banyak, karena bisa makan dan minum sepuasnya... Semua menu makanan dan minuman yang dihidangkan... Harganyapun sangat terjangkau untuk menu makanan dan minuman sekelas hotel di Surabaya... Terletak dibelakang Taman Bungkul Surabaya..."
Kuswara Harjowiyono,5,Masih menerapkan deposit 500ribu Menu ramadhan luar biasa
Ice Elemental,5,tempatnya bagus....nuansa kayak di bali aku suka waktu masuk lobby ada wangi2 an khas bali gt....tenang gt adem...suka pemandangan nya kalau malam
vincentius chandra,5,"Kamar yang nyaman dan luas. Pelayanannya baik,ramah dan lokasi hotel yang strategis"
Dwi Purwana,3,"Secara keseluruhan oke.. Kamar dan fasilitas pendukung yg lain oke,  menu sarapan juga oke..  Cuman yg mengganggu setiap malam selalu ada acara di resto arumanis dan melibatkan banyak sekali orang jadi sy sbgi tamu hotel selama 2 malam kurang bisa menikmati suasana adem tenang nongkrong di restonya yang lain udh cukup baik..."
aji tono,5,"Hotel yang bagus, terdapat di kiri jalan besar, pertama kali masuk disambut baik oleh penjaga, masuk menuju receptionis bau rempah2 khas jawa,aroma segar, dilayani dengan baik oleh receptionis, tandatangan digital pertamakali mencoba di htl ini, tempat makan outdor dan indor, terdapat kolam renang dan view dari atas bangunan cukup bagus melihat view surabaya"
Wasis Setiawan,5,"Nyaman banget, bersih. Tapi telpon kamar dan kamar mandinya lagi bermasalah, kran air yg cold di wastafel keluarnya kecil. Overall bagus banget"
Danny Poernomo,5,Ada Indomie nya buat breakfast Fitness+ saunanya jadul tapi cozy. Mantap
Samuel Redjono,5,"hotel yg sangat mengesankan... dengan rate 800an dan ditengah kota, bisa dapat ambiance dan fasilitas yang oke... awalnya pengen coba restoran Arum Manis yg ayce karena belum kesampaian, tapi setelah mencoba... lebih baik memanfaatkan free breakfast nya saja (sama-sama di resto Arum Manis), karena menu makanan sama dengan saat sesi dinner"
chi tokyo,5,"Bagus,bener2 resort..breakfastnya enak dan variasinya banyak,uda gitu di buat semacam stand gitu,menarik menurut saya..selama di sini untuk keseluruhan menyenangkan,o iya ini juga bagi penggemar vintage yach,karena untuk yang suka modern mungkin ada beberapa yang kurang cocok di sini,tempatnya juga tenang dan santai,o iya bagi yang ga suka suasana temaram ,di sini temaram dan bagi yang ga suka gelap untuk kamarnya agak gelap yach,tapi saya suka,kesannya santai banget soalnya..yang kurang cocok tv nya agak ketinggalan jaman,sudah saatnya di ganti..hehehe.."
Malinda Silvya,1,"Pertama kali nya nginep dsini dan lgsg kecewa dengan semua nya... Dari pelayanan, menu2 untk sarapan, hingga fasilitas nya bener2 buruk banget. Kenapa bsa hotel sekelas bumi bisa seperti ini."
Lili,5,"Cek in cepat, pelayanan yang ramah, staff banyak dan sangat membantu, hotel yang bersih dan megah dan tetap otentik indonesia, kamar luas dan bersih, hanya karpet sudah tua perlu pembaharuan, secara keseluruhan sangat baik dan sangat rekomen untuk stay di surabaya, letak nya strategis di tengah kota, harga sesuai dengan fasilitas dan pelayanan"
Hilal Nurdin,4,"Makanan enak dan bervariasi didominasi nuansa tradisional, ga melulu makanan barat . Kamar luas. Pegawai ramah. Tp sayang Proses check in dan check out lama banget,"
yusva sulistyo,5,"Dekat dengan  pusat perbelanjaan, banyak menu makan local di hotel , suasana sangat mendukung untuk kumpul kumpul meeting dll"
MELIA IVANA OFFICIAL,5,Tempatnya nyaman..menu makannya banyak variasinya... harga parkirnya dihitung  per jam untuk pengunjung..😥😤   tapi kl menginap disini free parkir kok.. …
Natanael Hendry,4,"Suasana sangat nyaman & bersih, staff yang ramah & siap membantu pengunjung, menu makanan di restoran sangat lengkap mulai menu masakan lokal, chinese food, japanese dll."
Mimos,5,"Pelayanannya sangat memuaskan. Suasananya sangat hijau dan asri, restoran bergaya oriental, perpaduan nuansa oriental, jawa dan bali. Pertama kali masuk suasananya sangat kental nuansa jawa balinya dan bau sereh yg kuat diseluruh ruangan."
Mahmud Junaidi,3,"Hotel nuansa resot ditengah kota yg bisa jadi pilihan, beberapa perabotan hotel terkesan lama, namun tertutup beberapa barang seni yg kuno dan bernilai seni tinggi, sajian makanan perlu di improve"
risty risallatul qolbiyah,5,Hotel terbaik di sby .. suasanya homey banget tidak seperti di tengah kota yg panas .. nyaman dengan entah kenapa udara dan suasananya cocok buat bersantai di luar menikmati tumbuh2an
Neels JS,5,"Kesini yang kucari pasti makanannya. Pilihan makanan yang sangat banyak, dan selalu ada sale untuk roti bikinan sendiri. Kamar luas, fasilitas sesuai harga."
ainur sdrj,5,Top bersih suasana mirip hutan kota untuk pelayanan top banget parkir luas untuk menejemen tolong parkir tamu langsung di stempel di depan terlalu jauh kalau stempel di loby
Nimas Ayu Pranita,5,Dari awal dateng sampai dengan pulang dilayani dengan baik dan ramah oleh staf-stafnya. Makanannya enak-enak banget dan banyak pilihan. Next time nginep di sini lagi.
Yulis xamr,5,"Staff ramah, kamar luas, fasilitas lengkap, bersih, menu sarapan sangat bervariasi dan enak..love to stay"
AyinBunda FayyazAqilaFadh,5,"Hotel yg ramah anak, breakfast mie baksonya yuummmie banget . Suka sama keramahan semua pegawainya...the best lah semua fasilitasnya👍"
Ningrum Eka,5,Lunch disini . Suasana nya selalu menyenangkan dari dinner maupun lunch kalau lunch lebih outdoor dan adem banget spt bukan d kota sub .. makanan ena2 at all
Fayyadh Hadiq,5,Hotel utk refresing bersama keluarga. Hotel yang terbaik di surabaya utk kelengkapan fasilitas refresing dan juga terbaik utk breakfastnya... hotel juga terletak di jantung kota surabaya.. nginap di hotel ini gag pengen utk refresing keluar... sudah lengkap disini...
putri azizah,5,Hotel nya bagus dan para pegawai selalu menyambut pengunjung dengan ramah. Nuansa tradisional cukup kental dan aroma wewangian hotel sangat menenangkan
Meidiana Adiningsih,5,Salah satu hotel bintang 5 yang parkir motornya engga diskriminasi (letak&bangunan). Selain itu makan all you can it sangat amat disarankan karena ragam menunya banyak!!!
Winata Arafad,5,"Wow ! selama perjalanan kesini panasnya minta ampun, dan ketika sampai, kayak bukan di surabaya, ijo ijoan langsung, nuansa etnik dan alam, seperti di bali, kesini harus nyobain all u can eat !"
Nounha Ulfa (Nunaaaa),4,"untuk tempatnya sangat heritage sekali ,karena saat memasuki hotel Graha Bumi Surabaya City Resort kita langsung mencium bau wewangian yang sangat khas, disini juga terdapat butik batik tetapi disini saya tidak menginap ataupun belanja tapi saya mengikuti acara USA Education Fair ditempat yang cukup luas dan pelayanannya cukup memuaskan."
Mochi Berry,4,"Kesini karena ada kegiatan kantor. Tempatnya keren sih, tp waktu berkegiatan di lantai 2 bertepatan dgn acara pesta. Lumayan susah jg cari toiletnya, karena hanya ada di sisi yg dibuat acara lain :("
Femi Yuanita,5,"Hotel legend, staff ramah semuanya, saya meski warga Sby tetapi suka sekali menginap disini, mengajak anak2 😍👍🏻 …"
mas Doddik,2,"Lokasinya si sudah siippp..... Tempatnya nyaman cuman kekurangannya ketika loading barang tempat ini tidak bisa menyediakan troly dan kami selaku tamu harus mengangkat barang kita sendirian tanpa dibantu sama pihak hotel......  Kartu parkiran hanya dikasih satu saja yang gratisan, lebih dari satu bayar sendiri walaupun kita adalah tamu hotel........"
yarmmani,4,"kurang tempat sampah di lorong lantai menuju kamar :(. Hotel tua, tp cukup nyaman. Kualitas tidur disini cukup ok."
Purwaning Retnowati,4,"Love this Hotel much. Aromanya sangat khas dan sangat Indonesia. Exotic-nya sudah tercium begitu kita masuk. Taman yang rindang, hijau dan icon kesegaran di tengah kota Surabaya."
MeLBie Channel,5,"Tempat bersih..masuk hotel sudah tercium aroma terapina dg rempah"" yg wangi..sarapan tradisional dan enak..kamar bersih luas dan nyaman..kamar mandi bersih.."
budhi prameswari,5,"Di tengah kota ada tempat nyaman kayak gini,,tiao kamar Ada bath up,,Ada pool air hangar utk anak2,,asri,,hijau,,adem,,barang saya sempat tertinggal tp ditemukan Dan bs diambil kembali,,sangat rekomended buat yg mau pergi liburan Dalam kota"
